mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice,mPoster
527,Garage Sale Mystery: All That Glitters,"The owner of a storage place is found by Jen's deduction, murdered. Jen saw an upset ex customer there earlier and the owner mentioned divorce. Is the break-in at Jen and Dany's store related? Dany meets a new guy.","Crime,Drama,Mystery",Not Rated,2014,87,English,USA,Peter DeLuise,Walter Klenhard t,"Lori Loughlin,Sarah Strange,Steve Bacic,Kavan Smith",7.00,https://m.media-amazon.com/images/M/MV5BMTg3NDU0MTYzNF5BMl5BanBnXkFtZTgwOTQ2MjY4NjE@._V1_SX300.jpg
528,Confidentially Connie,"Texas cattleman Opie Bedloe comes to Maine to visit his son Joe, a college instructor, and his wife Connie in the hopes of persuading Joe to give up his teaching career and come back to ...","Comedy,Family",Approved,1953,74,English,USA,Edward Buzzell,Max Shulman t,"Van Johnson,Janet Leigh,Louis Calhern,Walter Slezak",5.80,https://m.media-amazon.com/images/M/MV5BMzE0NmVmNjMtNDdlNy00MmM3LThkNTYtZDA4NDZlZGYwZDY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_SX300.jpg
529,A Chairy Tale,An ordinary-looking chair refuses to be sat upon.,"Animation,Short,Comedy,Fantasy",Not Rated,1957,12,None,Canada,"Claude Jutra,Norman McLaren",NULL,Claude Jutra,7.50,https://m.media-amazon.com/images/M/MV5BNGFmOWFlMGMtMjM3ZS00ZDJlLWE5YzYtNDk5Nzc5ZTUwMTBiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
530,Nelly Furtado: All Good Things (Come to an End),Official music video of 'All Good Things (Come to an End)' by Nelly Furtado.,"Short,Drama,Music",NULL,2006,4,English,"Puerto Rico, Canada","Gabriel Coss,Israel Lugo",NULL,Nelly Furtado,7.40,https://m.media-amazon.com/images/M/MV5BNGM3ODRlOWEtMjBhNC00NGE2LWI5MGItOTk1NjViY2EwMzkyXkEyXkFqcGdeQXVyNjE0ODc0MDc@._V1_SX300.jpg
531,'Secondhand Lions': One Screenplay's Wild Ride in Hollywood,The story of the screenplay's journey from concept to screen.,"Documentary,Short",NULL,2004,26,English,USA,NULL,NULL,"Andy Chanley,Kevin Cooper,Mark Kaufman,David Kirschner",6.80,https://m.media-amazon.com/images/M/MV5BODQyYTQ5YjYtNzJmYi00MmQzLTk3ZjQtNTY5YTQxODRlOTQ4XkEyXkFqcGdeQXVyMjA5NjIxNDU@._V1_SX300.jpg
532,Men of Respect,A hitman heeds a spiritualist's prophesies that he will rise to the head of his family. He starts his ascension by clandestinely executing the heads of the family and casting the blame on ...,"Crime,Drama,Thriller",R,1990,113,"English, Spanish",USA,William Reilly,"William Reilly,William Shakespeare t","John Turturro,Katherine Borowitz,Dennis Farina,Peter Boyle",5.50,https://m.media-amazon.com/images/M/MV5BMTYyOTk1NzgwNl5BMl5BanBnXkFtZTcwMDkyNTMyMQ@@._V1_SX300.jpg
533,Righteous Kill: The Thin Blue Line - The Darker Side of the Police Force,Bonus documentary on challenges of police work and corruption in the police force for the film Righteous Kill (2008).,"Documentary,Short",NULL,2008,19,English,USA,NULL,NULL,"Mike Anama,Corty Anderson,T.J. Armstrong,John Carson",4.40,NULL
534,Angel of Death 2: The Prison Island Massacre,"Group of villains kidnapped girls for prostitution and forwards them to the island prison, where every day sexually humiliate and torture them in many ways, and sometimes kill them. ...","Adult,Horror",NULL,2007,124,German,Germany,Andreas Bethmann,Andreas Bethmann t,"Lina Romay,Natascha Farrel,Manoush,Thomas Kercmar",4.10,NULL
535,My Dog Tulip,The story of a man who rescues a German shepherd and how the two become fast friends.,"Animation,Drama",Not Rated,2009,83,English,USA,"Paul Fierlinger,Sandra Fierlinger",J.R. Ackerley t,"Christopher Plummer,Lynn Redgrave,Isabella Rossellini,Peter Gerety",6.90,https://m.media-amazon.com/images/M/MV5BODM0MjMyMTUyOF5BMl5BanBnXkFtZTcwMjIwMTY3Mw@@._V1_SX300.jpg
536,The Disappearing of Tuvalu: Trouble in Paradise,"A detailed overview of contemporary life in the tiny South Pacific country of Tuvalu, this film documents the earth's first sovereign nation faced with total destruction due to the effects ...",Documentary,NULL,2004,75,English,France,Christopher Horner,Christopher Horner,Lambert Wilson,2.20,NULL
537,Ex-Lady,"Although free spirit Helen Bauer does not believe in marriage, she consents to marry Don, but his infidelities cause her to also take on a lover.","Comedy,Drama",Unrated,1933,67,"English, Italian, Spanish",USA,Robert Florey,Edith Fitzgerald t,"Bette Davis,Gene Raymond,Frank McHugh,Monroe Owsley",6.60,https://m.media-amazon.com/images/M/MV5BMDA5MzY0YWQtZjNjZC00ZTI0LTg3Y2YtZDY0YTNhZjYzMjM4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
538,Revenge of the Zombies,"Scott Warrington and his hired detective, Larry Adams, arrive at an old mansion in the middle of a Louisiana swamp to meet his brother-in-law, Dr. Max von Altermann shortly after the death ...","Adventure,Comedy,Horror,Sci-Fi",APPROVED,1943,61,English,USA,Steve Sekely,Edmond Kelso t,"John Carradine,Gale Storm,Robert Lowery,Bob Steele",4.60,https://m.media-amazon.com/images/M/MV5BZmMyMzI4NDUtM2JkMi00YTYzLWIwNjktY2QyZDFlZTBkMjQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
539,Big Trouble in Little China,A rough-and-tumble trucker helps rescue his friend's fiancÃ©e from an ancient sorcerer in a supernatural battle beneath Chinatown.,"Action,Adventure,Comedy,Fantasy",PG-13,1986,99,"English, Cantonese",USA,John Carpenter,"Gary Goldman,David Z. Weinstein,W.D. Richter t","Kurt Russell,Kim Cattrall,Dennis Dun,James Hong",7.30,https://m.media-amazon.com/images/M/MV5BNzlhYjEzOGItN2MwNS00ODRiLWE5OTItYThiNmJlMTdmMzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
540,The Great Scout & Cathouse Thursday,"Three prospectors confront their ex-partner who, 15 years earlier, ran off with all the gold from their mine and they also plan to kidnap his wife.","Comedy,Western",PG,1976,102,English,USA,Don Taylor,Richard Alan Shapiro,"Lee Marvin,Oliver Reed,Robert Culp,Elizabeth Ashley",6.30,https://m.media-amazon.com/images/M/MV5BOTg3NjkyM2YtMDJkZC00MDMyLTkzNWYtN2JkMjcxYjA4NjMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
541,Cell Count 2: Blood Count,Our survivors are on a high speed journey filled with monsters and fugitives.,Horror,NULL,2014,NULL,NULL,USA,Todd E. Freeman,Todd E. Freeman,"Bill Oberst Jr.,Sean McGrath,Adrienne Vogel,John Breen",4.40,https://m.media-amazon.com/images/M/MV5BMjIzNjM2NDkzOV5BMl5BanBnXkFtZTcwOTY4OTAwOQ@@._V1_SX300.jpg
542,Chasing Ice,Follow National Geographic photographer James Balog across the Arctic as he deploys time-lapse cameras designed for one purpose: to capture a multi-year record of the world's changing glaciers.,"Documentary,Biography",PG-13,2012,75,English,USA,Jeff Orlowski,Mark Monroe,"James Balog,Svavar JÃ³natansson,Louie Psihoyos,Kitty Boone",7.80,https://m.media-amazon.com/images/M/MV5BMTM1NDc0MzAxNF5BMl5BanBnXkFtZTcwMjY1NzE3OA@@._V1_SX300.jpg
543,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.","Animation,Adventure,Family,Fantasy,Romance",G,1996,82,English,"USA, Ireland","Larry Leker,Paul Sabella",Mark Young t,"Ernest Borgnine,Bebe Neuwirth,Charlie Sheen,Hamilton Camp",5.50,https://m.media-amazon.com/images/M/MV5BMzQ5NzdkOWEtNjg3Yi00NzY1LWE1NzItOWFiOGFiYzRiYmJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
544,Cannonball Run II,The original characters from The Cannonball Run (1981) race across the country once more in various cars and trucks.,"Action,Comedy",PG,1984,108,English,"USA, Hong Kong","Hal Needham,Ralph Bakshi","Brock Yates t,Hal Needham,Albert S. Ruddy,Harvey Miller","Burt Reynolds,Dom DeLuise,Dean Martin,Sammy Davis Jr.",5.10,https://m.media-amazon.com/images/M/MV5BMDUwMjQ4YmUtNjZhMi00YzQ2LWI1NjYtMmNiMTYyNzY5ODIzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
545,Three Quarter Moon,6-year old Hayat turns up in Hartmut's taxi without a word of German. All attempts to get rid of her fail. So he resigns himself to helping her find her mother. But is he helping her or she...,"Comedy,Drama",NULL,2011,94,"German, Turkish",Germany,Christian ZÃ¼bert,Christian ZÃ¼bert t,"Elmar Wepper,Mercan-Fatima TÃ¼rkÃ¶glu,Ivan Anderson,Katja RupÃ©",7.00,https://m.media-amazon.com/images/M/MV5BNTk0OTg0NzAzNl5BMl5BanBnXkFtZTgwMjEyNzQ1MTE@._V1_SX300.jpg
546,I Am Michael Jordane,"A young boy must face the challenges and hardships that come with sharing the name of basketball superstar, Michael Jordan. But one day, an opportunity arises where he can use his name for good.","Short,Comedy",NULL,2014,7,French,USA,Daniel Turkiewicz,"Jonah Lazowski,Daniel Turkiewicz t,Daniel Turkiewicz",NULL,6.60,NULL
547,Pat and Mike,Pat is a women's sports sensation unless her fiancÃ© is around. Her new shady manager Mike keeps them apart and develops feelings for her.,"Comedy,Romance,Sport",Not Rated,1952,95,English,USA,George Cukor,"Ruth Gordon,Garson Kanin","Spencer Tracy,Katharine Hepburn,Aldo Ray,William Ching",7.00,https://m.media-amazon.com/images/M/MV5BNjI3OTk1MzMtYTAzYy00ZjczLWEyYTgtZmYyNTlmNDJkMmRhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
548,The Buddy Holly Story,"The story of the life and career of the early rock and roll singer, from his meteoric rise to stardom, to his marriage and untimely death.","Biography,Drama,Music",PG,1978,114,English,USA,Steve Rash,Alan Swyer t,"Gary Busey,Don Stroud,Charles Martin Smith,Conrad Janis",7.20,https://m.media-amazon.com/images/M/MV5BZDUxNzY2N2MtZTg5OC00YjIzLWJiMGYtMzBjNGI4ZDQ3NDdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
549,Metallica Through the Never,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",Music,R,2013,93,English,USA,NimrÃ³d Antal,NimrÃ³d Antal t,"Dane DeHaan,James Hetfield,Lars Ulrich,Kirk Hammett",7.20,https://m.media-amazon.com/images/M/MV5BMjQwNjk5MTk4Ml5BMl5BanBnXkFtZTcwNTgwNDA5OQ@@._V1_SX300.jpg
550,Start the Revolution Without Me,"Two mismatched sets of identical twins, one aristocrat, one peasant, mistakenly exchange identities on the eve of the French Revolution.","Comedy,History",M,1970,90,English,USA,Bud Yorkin,"Fred Freeman,Lawrence J. Cohen","Gene Wilder,Donald Sutherland,Hugh Griffith,Jack MacGowran",6.50,https://m.media-amazon.com/images/M/MV5BODM2MzE3NmMtNmE2ZS00OGI2LWI5NTEtNWNlNzMxZjZhNzc0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
551,Battle of the Bulge: Winter War,The Battle of The Bulge. Lt. Robert Cappa and his platoon of 2nd Infantry Division soldiers must defend a vital supply depot from being captured by attacking German soldiers. With enemies ...,War,Not Rated,2020,85,English,USA,Steven Luke,Steven Luke,"Tom Berenger,Billy Zane,Steven Luke,Aaron Courteau",2.40,https://m.media-amazon.com/images/M/MV5BN2QyNTA0ZmEtMWM3OC00MDZmLWFiZWUtYmZkZTJjZjVlMjdlXkEyXkFqcGdeQXVyMjQ2OTc3MA@@._V1_SX300.jpg
552,King Leopold's Ghost,A documentary about the exploitation of the Congo by King Leopold II of Belgium.,Documentary,PG-13,2006,108,"French, English",USA,"Pippa Scott,Oreet Reest","Adam Hochschild t,Pippa Scott","Philippe Bergeron,Don Cheadle,James Cromwell,Frank McCourt",7.70,https://m.media-amazon.com/images/M/MV5BNTkyOTA1ODI0Nl5BMl5BanBnXkFtZTgwNjI1MjEwNDE@._V1_SX300.jpg
553,Darkon,"Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon.","Documentary,Fantasy",Not Rated,2006,93,English,USA,"Luke Meyer,Andrew Neel","Luke Meyer,Andrew Neel","Skip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond",6.80,https://m.media-amazon.com/images/M/MV5BMTMyNjQ5Nzg2N15BMl5BanBnXkFtZTcwMjE3MTA0MQ@@._V1_SX300.jpg
554,Pale Rider,A mysterious preacher (Clint Eastwood) protects a humble prospector village from a greedy mining company trying to encroach on their land.,"Drama,Western",R,1985,115,English,USA,Clint Eastwood,"Michael Butler,Dennis Shryack","Clint Eastwood,Michael Moriarty,Carrie Snodgress,Chris Penn",7.30,https://m.media-amazon.com/images/M/MV5BOGZjOWM3MWYtNTc5Yy00NGQ0LWFkMDQtOWUwYzhkNTZmNGI2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
555,"SalÃ², or the 120 Days of Sodom","In World War II Italy, four fascist libertines round up nine adolescent boys and girls and subject them to one hundred and twenty days of physical, mental and sexual torture.","Drama,Horror",Not Rated,1975,117,"Italian, French, German","Italy, France",Pier Paolo Pasolini,"Pier Paolo Pasolini,Sergio Citti t","Paolo Bonacelli,Giorgio Cataldi,Uberto Paolo Quintavalle,Aldo Valletti",5.90,
556,Gay Purr-ee,A farm cat moves to Paris in search of the high life while her wannabe lover from back home tries to reunite.,"Animation,Comedy,Family,Musical",Approved,1962,85,English,USA,Abe Levitow,"Dorothy Jones,Chuck Jones,Ralph Wright t","Judy Garland,Robert Goulet,Red Buttons,Paul Frees",6.90,https://m.media-amazon.com/images/M/MV5BNjlmYzhkZmUtM2UwNi00YWVjLWE3OWEtNjdkMTE0NTUxMDI4XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg
557,Owning Mahowny,A bank manager with: (a) a gambling problem and (b) access to a multimillion dollar account gets into a messy situation. Based on the story of the largest one-man bank fraud in Canadian history.,"Crime,Drama,Thriller",R,2003,104,English,"Canada, UK",Richard Kwietniowski,Gary Stephen Ross t,"Philip Seymour Hoffman,Minnie Driver,John Hurt,Maury Chaykin",7.10,https://m.media-amazon.com/images/M/MV5BMTI1MDg5NDY4Nl5BMl5BanBnXkFtZTYwODYxNzk5._V1_SX300.jpg
558,Ann Carver's Profession,"After graduation from Hampden University, Bill ""Lightning"" Graham, a football star, and Ann Carver, who just passed her bar exam, marry. Instead of pursuing a career in law, Ann takes on ...",Drama,Passed,1933,71,English,USA,Edward Buzzell,Robert Riskin t,"Fay Wray,Gene Raymond,Claire Dodd,Jessie Ralph",5.90,https://m.media-amazon.com/images/M/MV5BMmQ1M2Y0NTUtZDAyZC00MzM1LTkzMjMtMjFjNzE5OTQyNDU5XkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_SX300.jpg
559,Only God Forgives,"Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.","Action,Crime,Drama",R,2013,90,"English, Thai","Denmark, France, USA, Sweden, Belgium",Nicolas Winding Refn,Nicolas Winding Refn,"Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,Gordon Brown",5.70,https://m.media-amazon.com/images/M/MV5BMzE5NzcxMTk5NF5BMl5BanBnXkFtZTcwNjE2MDg2OQ@@._V1_SX300.jpg
560,Thor: The Dark World,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.","Action,Adventure,Fantasy",PG-13,2013,112,English,USA,Alan Taylor,Christopher L. Yost t,"Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins",6.90,https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg
561,LOL (Laughing Out Loud) Â®,"When Lola's boyfriend is unfaithful to her on his summer holiday, she dumps him and flirts with his best friend as punishment. But as their class prepares to leave on an excursion to London, the relationship heats up.","Comedy,Romance",Not Rated,2008,103,"French, English",France,Lisa Azuelos,Lisa Azuelos t,"Sophie Marceau,Christa ThÃ©ret,JÃ©rÃ©my Kapone,Marion Chabassol",6.30,
562,Pyaar Ka Punchnama 2,"After falling in love, three roommates experience changes in their lives.","Comedy,Drama,Romance",Not Rated,2015,137,Hindi,India,Luv Ranjan,Luv Ranjan t,"Kartik Aaryan,Omkar Kapoor,Sunny Singh Nijjar,Nushrat Bharucha",7.30,https://m.media-amazon.com/images/M/MV5BMTcxNDY5NjA5NV5BMl5BanBnXkFtZTgwNjcyMTk5NjE@._V1_SX300.jpg
563,Along Came a Spider,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.","Drama,Thriller",R,2001,104,"English, Russian","USA, Germany, Canada",Lee Tamahori,James Patterson t,"Morgan Freeman,Monica Potter,Michael Wincott,Dylan Baker",6.40,https://m.media-amazon.com/images/M/MV5BOTVlY2VhMWEtYmRlOC00YWVhLWEzMDktZWJlYzNiMWJmZTIwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
564,Friends with Kids,"Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships.","Comedy,Drama,Romance",R,2011,107,English,USA,Jennifer Westfeldt,Jennifer Westfeldt,"Adam Scott,Jennifer Westfeldt,Maya Rudolph,Chris O'Dowd",6.10,https://m.media-amazon.com/images/M/MV5BMTcyMDI2NjU2Ml5BMl5BanBnXkFtZTcwNjA4MzQzNw@@._V1_SX300.jpg
565,"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.","Biography,Crime,Drama,Thriller",R,2019,110,English,USA,Joe Berlinger,"Elizabeth Kendall t,Michael Werwie","Lily Collins,Zac Efron,Angela Sarafyan,Sydney Vollmer",6.60,https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@._V1_SX300.jpg
566,Swing Kids,A group of teens adores forbidden music in Nazi Germany just before the outbreak of World War II.,"Drama,Music",PG-13,1993,112,English,"USA, Czech Republic",Thomas Carter,Jonathan Marc Feldman,"Robert Sean Leonard,Christian Bale,Frank Whaley,Barbara Hershey",6.80,https://m.media-amazon.com/images/M/MV5BYzEyYTk0NzQtNTE2Zi00YjQwLThjMjYtODc4NDUzYWM3ZDY3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
567,"Captain America: The Winter Soldier, Steve Rogers' Notebook",Behind the scenes featurette on Steve Rogers' notebook in Captain America: The Winter Soldier and how it varies from region to region.,"Documentary,Short",NULL,2014,2,English,USA,NULL,NULL,"Anthony Mackie,Nate Moore",7.20,NULL
568,How Deep Is the Rabbit Hole?,Malice and her jester friend have been kidnapped by the sadistic Herbi The Herbivore and are being held captive in his rabbit hole of torture and humiliation! Will they be able to escape ...,"Short,Adventure,Fantasy",NULL,2011,6,NULL,USA,Tony Colon,"Tony Colon,Rick Gawel","Steve Ruppel,Rebecca Swislow",6.00,https://m.media-amazon.com/images/M/MV5BOTQ1MTM5ODYzMV5BMl5BanBnXkFtZTcwNjQ2NDUyNQ@@._V1_SX300.jpg
569,Kabhi Haan Kabhi Naa,A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,"Comedy,Drama,Music,Musical,Romance",NULL,1994,158,Hindi,India,Kundan Shah,Pankaj Advani t,"Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori,Rita Bhaduri",7.80,https://m.media-amazon.com/images/M/MV5BYmFjYTRmMzctNWU5YS00MjY2LTg4Y2EtZDZkMWI0YjIzMjVlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
570,Who the F**K Is Arthur Fogel,"A look at the high-octane global live music industry and the quiet man at its center, featuring interviews, performances and appearances by a who's who of stars and insiders; with U2, ...",Documentary,PG-13,2013,93,English,Canada,Ron Chapman,Ron Chapman t,"Bono,Ron Chapman,Adam Clayton,Ray Danniels",6.60,https://m.media-amazon.com/images/M/MV5BMTc2NjM3ODM1Nl5BMl5BanBnXkFtZTgwNjUzOTUwMjE@._V1_SX300.jpg
571,Harley Davidson and the Marlboro Man,"Forced by the imminent foreclosure of their friend's bar, two lifelong buddies will decide to rob a bank's armored car, not knowing that its cargo is not money but a new street drug.","Action,Crime,Drama,Thriller,Western",R,1991,98,English,USA,Simon Wincer,Don Michael Paul,"Mickey Rourke,Don Johnson,Chelsea Field,Daniel Baldwin",6.20,https://m.media-amazon.com/images/M/MV5BZmRiNGVjMGYtZDMzOC00ZmU2LTk0YWItZDczMGE3YzZjYTQwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg
572,Closure of Catharsis,"A man sits on a park bench talking to the camera, trying to weave together a thought that won't cohere while commenting on passers-by, his 'guests'... Mysterious images intervene, overturning the serenity of the park-bench monologue.","Fantasy,Mystery",NULL,2011,100,English,"UK, Ireland",Rouzbeh Rashidi,Rouzbeh Rashidi,James Devereaux,7.70,NULL
573,Grapes of Wrath: The Ghost of Modern America,NULL,Documentary,NULL,2019,54,"French, English",France,Priscilla Pizzato,Priscilla Pizzato,"Denis PodalydÃ¨s,Gavin Jones,Susan Schillinglaw,Marie-Christine Lemardeley",7.80,NULL
