mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice
274,Pantera - Vulgar Video,"A chronicle of the heavy metal band Pantera\'s 1992 tour, behind the Vulgar Display of Power album, that chronicles all of the band\'s excesses with groupies, drinking and drugs. Also ...",Music,R,1993,,English,USA,,,"Phil Anselmo,Rex Brown,Jerry Cantrell,Dimebag Darrell",8.7
640,Metallica Through the Never,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",Music,R,2013,93,English,USA,Nimród Antal,Nimród Antal t,"Dane DeHaan,James Hetfield,Lars Ulrich,Kirk Hammett",7.2
569,Swingers' Paradise,A group of (literally) drifting popsters find themselves involved in a grim sand-and-sandals desert movie. They reckon a few song-and-dance numbers would liven things up.,"Music,Musical,Romance",Not Rated,1964,113,English,UK,Sidney J. Furie,Peter Myers t,"Cliff Richard,Walter Slezak,Susan Hampshire,Hank B. Marvin",5.4
423,Charlie Chan's Courage,Charlie is hired to deliver a pearl necklace to a millionaire at his ranch. When murder intervenes he disguises himself as a Chinese servant and begins sleuthing.,Mystery,APPROVED,1934,70,English,USA,"Eugene Forde,George Hadden","Earl Derr Biggers t,Seton I. Miller","Warner Oland,Drue Leyton,Donald Woods,Paul Harvey",8.2
230,8MM 2,"An American diplomat and his fiancée venture into the sordid underworld of sex and pornography in Budapest, Hungary to find out who is blackmailing them with a porno video taken of them with a prostitute.","Mystery,Thriller",R,2005,106,"English, Hungarian","USA, Hungary",J.S. Cardone,Robert Sullivan t,"Johnathon Schaech,Lori Heuring,Bruce Davison,Julie Benz",4.5
453,Shutter Island,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.","Mystery,Thriller",R,2010,138,"English, German",USA,Martin Scorsese,Laeta Kalogridis t,"Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Max von Sydow",8.2
416,Anderson Cooper 360°,A 360° look at the latest news by Anderson Cooper.,News,TV-PG,2003–,120,English,USA,,,Anderson Cooper,5
529,Free to Play Weekly,,News,TV-Y,2011–,6,English,USA,,,Jessica Brohard,8.8
90,Ink Master,Ten of the country's most creative and skilled tattoo artists are judged by icons of the tattoo world. They compete for a hundred thousand dollars and the title of 'INK MASTER'.,Reality-TV,TV-14,2012–,60,English,USA,,,"Dave Navarro,Chris Nunez,Oliver Peck",7.4
308,Sex Tape Suomi,,Reality-TV,,2020–,60,Finnish,Finland,,,Marja Kihlström,3.7
365,Battleground Afghanistan,"Follow the men of Golf Company, 2nd Battalion, 5th Marines, as they bravely fight Taliban forces in Afghanistan.",Reality-TV,,2013–,60,English,USA,,,"Keith David,Brandon Unis",7.3
207,"Dragon Day, You're Dead",,Romance,,2017–2018,30,Chinese,China,,,"Zhu Ting Chen,Jaster Jia,Xu Qian Jing,Zhang Shuang Li",9
117,Dreaming of Joseph Lees,A young woman in rural 1950s England becomes involved in a scandalous love triangle that will inevitably leave someone behind to suffer the consequences.,"Romance,Drama",R,1999,92,English,"USA, UK",Eric Styles,Catherine Linstrum,"Rupert Graves,Samantha Morton,Nicholas Woodeson,Lee Ross",6.5
578,Beyond the Time Barrier,"In 1960, a military test pilot is caught in a time warp that propels him to year 2024 where he finds a plague has sterilized the world's population.","Romance,Sci-Fi",Not Rated,1960,75,English,USA,Edgar G. Ulmer,Arthur C. Pierce t,"Robert Clarke,Darlene Tompkins,Arianne Ulmer,Vladimir Sokoloff",5.3
323,The Doomsday Prophecy,Based on the 2012 end-of-world prophesy where two unlikely characters team up to solve a mystery that just might save the world.,Sci-Fi,PG-13,2011,92,English,Canada,Jason Bourque,"Jason Bourque,Shawn Linden","A.J. Buckley,Jewel Staite,Alan Dale,Bruce Ramsay",3.9
353,Double Happiness Uranium,"The newly formed Independent Republic of South Australia is the phoenix that rises from the ashes of a decaying and corrupt Australian Commonwealth, becoming wealthy beyond imagination on ...",Sci-Fi,,2013,88,English,Australia,Cole Larsen,Matt Hawkins,"Nicholas Hope,Jodie Dry,Jo Stone,Adam Schmerl",6.5
496,Stonehenge Apocalypse,"Archeologists come across an Egyptian chamber, causing an electromagnetic pulse, which comes from Stonehenge, that sends destructive shockwaves around the world. When the pyramids are ...",Sci-Fi,PG-13,2010,90,English,Canada,Paul Ziller,"Paul Ziller,Brad Abraham","Misha Collins,Torri Higginson,Peter Wingfield,David Lewis",4.2
609,Damnation Alley,"In a post-apocalyptic world, a group of survivors travel and find other settlements in huge custom designed all terrain vehicles.",Sci-Fi,PG,1977,91,English,USA,Jack Smight,Roger Zelazny t,"Jan-Michael Vincent,George Peppard,Dominique Sanda,Paul Winfield",5.3
539,Hunter Prey,A spaceship crashes on a desert planet with 3 survivors besides the escaped prisoner. Extraction's in 110 hours.,"Sci-Fi,Thriller",,2010,88,English,USA,Sandy Collora,"Nick Damon,Sandy Collora","Clark Bartram,Damion Poitier,Isaac C. Singleton Jr.,Sandy Collora",5.8
46,Death on the Nile: Making of Featurette,"Featurette documenting the making of the film ""Death On The Nile"".",Short,,1978,22,English,UK,John Guillermin,,"Jane Birkin,John Brabourne,Lois Chiles,Bette Davis",8.5
60,"See No Evil, Hear No Evil and Everything Else","In a world full of fantastic visuals, amazing sounds and music... this film makes use of two of your key senses.",Short,,2009,9,"English, French",UK,Pierre Henri Landriau,Pierre Henri Landriau t,"Remi Dubois,Pierre Henri Landriau,Richard J. Moir,Tom Kennedy Ota",9.4
70,Get the Gringo: Story & Design,,Short,,2012,8,English,USA,,,"Adrian Grunberg,Oscar Guevara,Kevin Hernandez,Anna Terrazas",8.8
71,'Dog Day Afternoon': The Story,,Short,,2006,12,English,USA,Laurent Bouzereau,Laurent Bouzereau,"Martin Bregman,John Cazale,Al Pacino,Frank Pierson",6.5
205,On the Marriage Broker Joke as Cited by Sigmund Freud in Wit and Its Relation to the Unconscious or Can the Avant-Garde Artist Be Wholed?,"An experimental film in which two panelists, dressed up like pandas, discuss the sale of plums.",Short,,1977,18,English,USA,Owen Land,,,5.7
301,The Sixth Sense: The Actors,A brief feature that showcases various cast members discussing the film.,Short,,2000,7,English,USA,,,"Haley Joel Osment,M. Night Shyamalan,Bruce Willis",6.8
341,"Brain Damage, a Film from the Lovebirds Project",How much of yourself can you give to someone you 'maybe-love'. Will meets Carrie and from that moment he is hers. But Will and Carrie each have their own addictions and viruses floating ...,Short,,2017,,English,USA,Ryan Attiet,Ryan Attie,"Ryan Murnane,McKenna Parsons",6.6
342,Transporter 3 Special Delivery: Transporters in the Real World,,Short,,2009,14,English,USA,,,Jason Statham,7.3
377,Home Mart: Taking Care of Business One Bolt at a Time,A funny little store promo featuring McCall in action.,Short,,2014,2,English,USA,,,Denzel Washington,4.4
563,Escape from New York: Big Challenges in Little Manhattan - The Visual Effects of Escape from New York,,Short,,2015,15,English,USA,,,"Dennis Skotak,Robert Skotak",7
591,Speechless...,,Short,,2001,20,English,USA,"John Milton Branton,Danica McKellar",Danica McKellar,"Danica McKellar,Dorothy Lyman,Jay Michael Ferguson,Dan Lauria",7.5
702,"Gorgon, the Space Monster",,Short,,1969,,English,USA,John Carpenter,,,6.6
126,Double Solitaire,,"Short,Adult",X,1987,40,English,USA,Mackenzie Poe,,"Lou Cass,Shaun Ericson,Clay Fraser,Dan Hard",2.2
100,Rollover: The Metamorphosis,A man wakes up in the morning as a cockroach.,"Short,Adventure,Comedy,Crime,Fantasy,Mystery",,2016,6,English,Italy,David Petrucci,,"Christoph Hülsen,Federico Palmieri,Ester Achille",4.4
661,How Deep Is the Rabbit Hole?,Malice and her jester friend have been kidnapped by the sadistic Herbi The Herbivore and are being held captive in his rabbit hole of torture and humiliation! Will they be able to escape ...,"Short,Adventure,Fantasy",,2011,6,,USA,Tony Colon,"Tony Colon,Rick Gawel","Steve Ruppel,Rebecca Swislow",6
51,Welcome to Collinwood: Uncensored,"Welcome to Collinwood Uncensored is an original mockumentary featuring Sam Rockwell as ""Guy Storm"". The film follows Guy as he interviews the cast and crew of Welcome to Collinwood about ...","Short,Comedy",,2003,12,English,USA,"Andy Davoli,David Davoli,Mark Davoli","Andy Davoli,David Davoli,Mark Davoli","Patricia Clarkson,Andy Davoli,Jennifer Esposito,Luis Guzmán",7
257,The Live Read of Space Jam with Blake Griffin,"On March 23rd, 2014, a live read for the 1996 masterpiece film 'Space Jam' was assembled at the UCB Theatre in Los Angeles, with a surprise cast including Seth Green, Blake Griffin, DeAndre Jordan, Paul Scheer, Nick Kroll, and more.","Short,Comedy",TV-14,2014,9,English,USA,,,"Jerrod Carmichael,Shelby Fero,Danielle Fishel,Noah Garfinkel",4.9
336,Brave Little Toaster: The Live-Action Remake,,"Short,Comedy",,2011,5,,,Andy Young,"James McEnelly,Andy Young","Derek Papa,James McEnelly,Tasha Gorel",2.2
393,Keeping Mum: Funnies,,"Short,Comedy",,2006,6,English,UK,,,"Rowan Atkinson,Tamsin Egerton,Emilia Fox,Vivienne Moore",7.8
412,Dr. Jekyll and Mr. Hyde: The Game - The Movie,"The most dreaded NES game has come to life as a major motion picture. See Jekyll fight off an angry mob of villagers, animals, birds, and insects as he slowly walks to the church where his ...","Short,Comedy",,2015,4,English,USA,James Rolfe,James Rolfe,"Bradley Kristian Wrenn,Jenna Horton,Tara Demmy,Kevin Finn",8.1
487,Oliver Twist Sadly Twisted,,"Short,Comedy",,1915,,English,USA,,,,4.4
525,Field of Dreams 2: NFL Lockout with Taylor Lautner: Behind the Scenes,,"Short,Comedy",,2011,,English,USA,Eric Appel,"Eric Appel,Alex Fernie","Alex Berg,Antonio Cromartie,Rich Eisen,Marshall Faulk",7.2
606,Dinner with Friends with Brett Gelman and Friends,The taping of a talk-show pilot takes a horrific turn.,"Short,Comedy",,2014,,English,USA,Jason Woliner,"Brett Gelman,Jason Woliner","Brett Gelman,Dale Dickey,Gilbert Gottfried,Alex Karpovsky",7.3
637,I Am Michael Jordane,"A young boy must face the challenges and hardships that come with sharing the name of basketball superstar, Michael Jordan. But one day, an opportunity arises where he can use his name for good.","Short,Comedy",,2014,7,French,USA,Daniel Turkiewicz,"Jonah Lazowski,Daniel Turkiewicz t,Daniel Turkiewicz",,8.8
681,Querelle de matelassières,,"Short,Comedy",,1898,1,,France,,,,5.3
694,One Night Stand Up,,"Short,Comedy",,2004,15,English,USA,Stuart Altman,Stuart Altman,"Leandro Cano,James Grace,Cupid Hayes,Abraham Kleiman",8.1
106,Sherlock Holmes Baffled,"Sherlock Holmes enters his drawing room to find it being burgled, but on confronting the villain is surprised when the latter disappears. Holmes initially attempts to ignore the event by ...","Short,Comedy,Crime,Fantasy,Mystery",Not Rated,1900,1,,USA,Arthur Marvin,Arthur Conan Doyle t,Anonymous,5.1
13,Cairo Time Reports,,"Short,Comedy,History,News",,2019–,,Arabic,Egypt,,,"Nada Mahfouz,Bahy Hany",6.6
160,What We Do in the Shadows: Interviews with Some Vampires,Three male vampires who share an apartment are interviewed by a TV crew.,"Short,Comedy,Horror",Not Rated,2005,27,English,New Zealand,"Jemaine Clement,Taika Waititi","Taika Waititi,Jemaine Clement","Jonny Brugh,Taika Waititi,Jemaine Clement,Cori Gonzalez-Macuer",7.5
689,The Sound and Fury of Barbie & Clive,"Written and directed by Kristine Nutting, THE SOUND AND FURY OF BARBIE & CLIVE is an offbeat love-on-the-run story. The film follows a determined young woman (Georgia Irwin) as she ...","Short,Crime,Drama",,2016,16,English,Canada,Kristine Nutting,Kristine Nutting,"Philip Peris,Georgia Irwin",2.2
281,A Misunderstood Boy,"Everything he did seemed to be misconstrued, except by the little lady he loved. The town roisters made fun of her and his love. That made trouble and the chief vigilante believed him the ...","Short,Drama",,1913,17,"None, English",USA,D.W. Griffith,Christy Cabanne,"Lionel Barrymore,Kate Bruce,Lillian Gish,Robert Harron",6.5
348,Go Fish!,Two young women seek retaliation after someone ruins their life plans.,"Short,Drama",,2015,34,Polish,Poland,Patrycjusz Kostyszyn,,"Konrad Aksinowicz,Julita Olszewska,Justyna Sieniawska,Marek Serafin",4.4
492,Fled. Lay. Fell.,"When reaching adulthood, a young woman talks about her days within a dysfunctional family; her fears, wishes and frustrations. That lead her on an unwavering quest for a piece that stubbornly doesn't come.","Short,Drama",,2017,6,Portuguese,Portugal,Bruno Carnide,"Cátia Biscaia,Bruno Carnide,Antonio Cova t",Cátia Biscaia,6.9
552,Faust and Marguerite,"Marguerite is seated before the fireplace, Faust standing by her side. Mephistopheles enters and offers his sword to Faust, commanding him to behead the fair Marguerite. Faust refuses, ...","Short,Fantasy,Horror",Not Rated,1900,1,None,USA,Edwin S. Porter,Johann Wolfgang von Goethe t,,4.4
364,Scream 4: Deleted and Extended Scenes,Deleted and extended scenes from Scream 4.,"Short,Horror,Mystery",,2011,,English,USA,Wes Craven,Kevin Williamson,"David Arquette,Neve Campbell,Courteney Cox,Erik Knudsen",7
156,Aerosmith: Permanent Vacation 3x5,,"Short,Music",,1988,30,English,USA,,,"Steven Tyler,Joe Perry,Tom Hamilton,Brad Whitford",4.9
216,Broken English: Three Songs by Marianne Faithfull,,"Short,Music",,1979,12,English,UK,Derek Jarman,,Marianne Faithfull,6.7
408,The Union of Sinners and Saints: Independence Day,,"Short,Music",,2016,,English,USA,Mil Cannon,,"Jason Fowler,John Schlitt",4.4
621,All Good Things: Machines,,"Short,Music",,2017,5,English,USA,"Jeremy Danger,Travis Shinn",,"Andrew Bojanic,Randy Cooke,Miles Franco,Liz Hooper",4.4
683,Sabrina Carpenter: The Middle of Starting Over,"The middle of starting over is included in Sabrina Carpenter's album, Eyes wide open. It is about starting fresh in life,without any worries and second chances.","Short,Music",,2014,3,English,USA,The Young Astronauts,,Sabrina Carpenter,9.3
668,The Spy Who Loved Me: The Royal Premiere,,"Short,News",,1977,30,English,UK,,,"Ken Adam,Barbara Bach,Albert R. Broccoli,Lewis Gilbert",8.8
35,Boy Meets Girl Stories #1: Smachten,The BOY MEET GIRLS STORIES are 34 poetic little films about love.,"Short,Romance",,2005,2,Dutch,Netherlands,Mark de Cloe,Mark de Cloe,"Tara Elders,Dragan Bakema,Daniël Boissevain,Harry van Boxtel",7.7
538,WCW Superstar Series: Kevin Nash - The Outsider!,,Sport,,1999,,English,USA,,,Kevin Nash,7
680,First descent: michoacan,Six friends attempt to be the first adventure kayakers to explore the rivers and waterfalls of Mexico's remote and dangerous Michoacan state. They discover the challenges and joys of paddling off the map and have the trip of their lives.,Sport,,2018–,,English,USA,,,,2.2
192,Messages Deleted,"A screenwriting teacher is forced to live out the plot of a screenplay idea he stole from a student, who now seeks revenge.",Thriller,Not Rated,2010,92,English,Canada,Rob Cowan,Larry Cohen,"Matthew Lillard,Deborah Kara Unger,Gina Holden,Serge Houde",5
317,Jerusalem Countdown,"When nuclear weapons are smuggled into America, F.B.I. Agent Shane Daughtry (David A.R White) is faced with an impossible task, find them before they are detonated. The clock is ticking and...",Thriller,PG-13,2011,85,English,USA,Harold Cronk,"Harold Cronk,John Hagee t","David A.R. White,Anna Zielinski,Randy Travis,Lee Majors",3.8
